declarationNumber,declarationType,declarationDate,year,month,quarter,day,dayOfWeek,state,stateName,region,county,incidentType,disasterTitle,startDate,endDate,closeDate
EM-3294,Emergency,2008-09-10,2008.0,9.0,3.0,10.0,Wednesday,TX,Texas,South,Anderson County,Hurricane,Hurricane Ike,2008-09-07,,
EM-3295,Emergency,2008-09-11,2008.0,9.0,3.0,11.0,Thursday,LA,Louisiana,South,Calcasieu Parish,Hurricane,Hurricane Ike,2008-09-07,2008-11-07,
DR-1790,Disaster,2008-09-12,2008.0,9.0,3.0,12.0,Friday,VT,Vermont,Northeast,Addison County,Storm,Severe Storms and Flooding,,2008-08-12,
DR-1798,Disaster,2008-10-01,2008.0,10.0,4.0,1.0,Wednesday,PR,Puerto Rico,Territory,Adjuntas Municipio,Storm,Severe Storms and Flooding,,2008-10-03,
DR-1800,Disaster,2008-10-03,2008.0,10.0,4.0,3.0,Friday,IL,Illinois,Midwest,Bureau County,Storm,Severe Storms and Flooding,,2008-10-05,
DR-1799,Disaster,2008-10-03,2008.0,10.0,4.0,3.0,Friday,NH,New Hampshire,Northeast,"Hillsborough County(in PMSA 4560,4760,5350",Storm,Severe Storms and Flooding,2008-09-06,2008-09-07,
DR-1801,Disaster,2008-10-08,2008.0,10.0,4.0,8.0,Wednesday,NC,North Carolina,South,Beaufort County,Storm,Tropical Storm Hanna,2008-09-04,,
DR-1803,Disaster,2008-10-09,2008.0,10.0,4.0,9.0,Thursday,OK,Oklahoma,South,Alfalfa County,Storm,"Severe Storms, Tornadoes, and Flooding",2008-09-12,,
DR-1802,Disaster,2008-10-09,2008.0,10.0,4.0,9.0,Thursday,KY,Kentucky,South,Ballard County,Storm,Severe Wind Storm Associated With Tropical Depression Ike,2008-09-12,,
FM-2788,Fire,2008-10-12,2008.0,10.0,4.0,12.0,Sunday,CA,California,West,Los Angeles County,Fire,Marek Fire,2008-10-12,,2011-10-06
DR-1811,Disaster,2008-12-12,2008.0,12.0,4.0,12.0,Friday,SD,South Dakota,Midwest,Cheyenne River Indian Reservation,Snow,Severe Winter Storm and Record and Near Record Snow,2008-11-05,2008-11-07,
DR-1812,Disaster,2009-01-02,2009.0,1.0,1.0,2.0,Friday,NH,New Hampshire,Northeast,Belknap County,Ice,Severe Winter Storm,2008-12-11,,2017-01-10
DR-1814,Disaster,2009-01-05,2009.0,1.0,1.0,5.0,Monday,HI,Hawaii,West,Honolulu County,Flood,Severe Storms and Flooding,2008-12-10,,
DR-1813,Disaster,2009-01-05,2009.0,1.0,1.0,5.0,Monday,MA,Massachusetts,Northeast,Berkshire County,Ice,Severe Winter Storm and Flooding,2008-12-11,,
FM-2793,Fire,2009-01-07,2009.0,1.0,1.0,7.0,Wednesday,CO,Colorado,West,Boulder County,Fire,Olde Stage Fire,2009-01-07,,2010-10-06
DR-1815,Disaster,2009-01-09,2009.0,1.0,1.0,9.0,Friday,ME,Maine,Northeast,Androscoggin County,Storm,Severe Winter Storm and Flooding,2008-12-11,,
DR-1818,Disaster,2009-02-05,2009.0,2.0,1.0,5.0,Thursday,KY,Kentucky,South,Allen County,Ice,Severe Winter Storm and Flooding,,,
DR-1819,Disaster,2009-02-06,2009.0,2.0,1.0,6.0,Friday,AR,Arkansas,South,Baxter County,Storm,Severe Winter Storm,,,
DR-1826,Disaster,2009-03-02,2009.0,3.0,1.0,2.0,Monday,IL,Illinois,Midwest,Alexander County,Storm,Severe Winter Storm,,,2016-08-08
DR-1824,Disaster,2009-03-02,2009.0,3.0,1.0,2.0,Monday,OR,Oregon,West,Clackamas County,Storm,"Severe Winter Storm, Record and Near Record Snow",,,
DR-1825,Disaster,2009-03-02,2009.0,3.0,1.0,2.0,Monday,WA,Washington,West,Adams County,Storm,Severe Winter Storm and Record and Near Record Snow,2008-12-12,2009-01-05,
FM-2797,Fire,2009-03-03,2009.0,3.0,1.0,3.0,Tuesday,TX,Texas,South,,Fire,Loma Del Norte Fire,2009-03-03,,2013-06-11
DR-1827,Disaster,2009-03-04,2009.0,3.0,1.0,4.0,Wednesday,NY,New York,Northeast,Albany County,Storm,Severe Winter Storm,2008-12-11,,
FM-2799,Fire,2009-03-05,2009.0,3.0,1.0,5.0,Thursday,OK,Oklahoma,South,,Fire,Taloga Fire,2009-03-05,,2012-07-10
FM-2798,Fire,2009-03-05,2009.0,3.0,1.0,5.0,Thursday,TX,Texas,South,Taylor County,Fire,Tuscola Fire,2009-03-05,2009-03-10,2013-06-11
DR-1828,Disaster,2009-03-05,2009.0,3.0,1.0,5.0,Thursday,IN,Indiana,Midwest,Clark County,Storm,Severe Winter Storm,,,
FM-2801,Fire,2009-04-03,2009.0,4.0,2.0,3.0,Friday,TX,Texas,South,Live Oak County,Fire,Lagarto Fire,2009-04-02,2009-04-05,2013-06-11
FM-2802,Fire,2009-04-04,2009.0,4.0,2.0,4.0,Saturday,TX,Texas,South,Wheeler County,Fire,Magic City Fire,2009-04-04,2009-04-12,2013-06-11
FM-2803,Fire,2009-04-05,2009.0,4.0,2.0,5.0,Sunday,TX,Texas,South,Aransas County,Fire,Holiday Beach Fire,2009-04-05,2009-04-07,2013-06-11
FM-2804,Fire,2009-04-07,2009.0,4.0,2.0,7.0,Tuesday,TX,Texas,South,Callahan County,Fire,Steel Fire,2009-04-07,2009-04-12,2013-06-11
DR-1830,Disaster,2009-04-09,2009.0,4.0,2.0,9.0,Thursday,MN,Minnesota,Midwest,Red Lake Indian Reservation,Storm,Severe Storms and Flooding,,,2016-08-03
FM-2815,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,Hamilton County,Fire,617 Fire,2009-04-09,2009-04-11,
FM-2814,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,Palo Pinto County,Fire,1148 Fire,2009-04-09,,2013-06-11
FM-2813,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,OK,Oklahoma,South,Payne County,Fire,Mulhall Fire,,,2013-04-01
FM-2812,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,OK,Oklahoma,South,Stephens County,Fire,Velma Fire,2009-04-09,,2013-04-01
FM-2811,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,OK,Oklahoma,South,Carter County,Fire,Healdton Carter Fire,2009-04-09,,
FM-2810,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,Stephens County,Fire,Breckenridge Fire,2009-04-09,,2013-06-11
FM-2809,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,OK,Oklahoma,South,McClain County,Fire,Mcclain County Fire,2009-04-09,,
FM-2808,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,OK,Oklahoma,South,Oklahoma County,Fire,Midwest Choctaw Fire,2009-04-09,,
FM-2807,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,,Fire,Cement Mountain Fire,2009-04-09,,
FM-2806,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,Bastrop County,Fire,Montague Fire Complex,2009-04-09,,
FM-2805,Fire,2009-04-10,2009.0,4.0,2.0,10.0,Friday,TX,Texas,South,Wichita County,Fire,Electra West Fire,2009-04-09,,2013-06-11
FM-2817,Fire,2009-05-06,2009.0,5.0,2.0,6.0,Wednesday,CA,California,West,Santa Barbara County,Fire,Jesusita Fire,2009-05-05,,
FM-2818,Fire,2009-05-07,2009.0,5.0,2.0,7.0,Thursday,NM,New Mexico,West,Otero County,Fire,Buckwood Fire,2009-05-06,,2012-02-06
DR-1836,Disaster,2009-05-08,2009.0,5.0,2.0,8.0,Friday,AL,Alabama,South,Cullman County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",2009-04-10,,
DR-1837,Disaster,2009-05-12,2009.0,5.0,2.0,12.0,Tuesday,MS,Mississippi,South,Amite County,Storm,"Severe Storms, Flooding, and Tornadoes",,,
FM-2819,Fire,2009-05-12,2009.0,5.0,2.0,12.0,Tuesday,FL,Florida,South,Martin County,Fire,Martin County Fire Complex,2009-05-11,,
DR-1842,Disaster,2009-06-03,2009.0,6.0,2.0,3.0,Wednesday,AL,Alabama,South,Autauga County,Storm,"Severe Storms, Tornadoes, Flooding, and Straight-Line Winds",2009-05-06,2009-05-08,
DR-1843,Disaster,2009-06-11,2009.0,6.0,2.0,11.0,Thursday,AK,Alaska,West,Alaska Gateway Regional Educational Attendance Area,Flood,Flooding and Ice Jams,,,
DR-1850,Disaster,2009-07-02,2009.0,7.0,3.0,2.0,Thursday,IL,Illinois,Midwest,Franklin County,Storm,"Severe Storms, Flooding, and Tornadoes",2009-05-08,2009-05-09,
DR-1857,Disaster,2009-09-01,2009.0,9.0,3.0,1.0,Tuesday,NY,New York,Northeast,Allegany County,Storm,Severe Storms and Flooding,2009-08-08,2009-08-10,
FM-2836,Fire,2009-09-01,2009.0,9.0,3.0,1.0,Tuesday,CA,California,West,San Bernardino County,Fire,Pendleton Fire,,2009-09-05,
FM-2837,Fire,2009-09-04,2009.0,9.0,3.0,4.0,Friday,MT,Montana,West,Stillwater County,Fire,Eagle Mount Fire,2009-09-03,2009-09-05,
FM-2840,Fire,2009-10-03,2009.0,10.0,4.0,3.0,Saturday,AZ,Arizona,West,Coconino County,Fire,Twin Fire,2009-10-02,2009-10-08,
FM-2841,Fire,2009-10-04,2009.0,10.0,4.0,4.0,Sunday,CA,California,West,San Bernardino County,Fire,Sheep Fire,2009-10-03,2009-10-09,2011-10-07
DR-1861,Disaster,2009-12-03,2009.0,12.0,4.0,3.0,Thursday,AR,Arkansas,South,Boone County,Storm,"Severe Storms, Tornadoes, and Flooding",,2009-11-08,
DR-1862,Disaster,2009-12-09,2009.0,12.0,4.0,9.0,Wednesday,VA,Virginia,South,Chesapeake,Storm,Severe Storms and Flooding Associated With Tropical Depression Ida and A Nor'East,2009-11-11,,
DR-1863,Disaster,2009-12-10,2009.0,12.0,4.0,10.0,Thursday,LA,Louisiana,South,Beauregard Parish,Storm,"Severe Storms, Tornadoes, and Flooding",,2009-11-03,
DR-1871,Disaster,2010-02-02,2010.0,2.0,1.0,2.0,Tuesday,NC,North Carolina,South,Eastern Band of Cherokee Indians of North Carolina,Storm,Severe Winter Storms and Flooding,,,
DR-1872,Disaster,2010-02-04,2010.0,2.0,1.0,4.0,Thursday,AR,Arkansas,South,Bradley County,Storm,Severe Storms and Flooding,,2010-01-02,
DR-1873,Disaster,2010-02-05,2010.0,2.0,1.0,5.0,Friday,NJ,New Jersey,Northeast,Atlantic County,Snow,Snowstorm,,,
DR-1880,Disaster,2010-03-02,2010.0,3.0,1.0,2.0,Tuesday,IA,Iowa,Midwest,Adair County,Storm,Severe Winter Storm,,,
DR-1881,Disaster,2010-03-02,2010.0,3.0,1.0,2.0,Tuesday,WV,West Virginia,South,Boone County,Snow,Severe Winter Storm and Snowstorm,,,2015-08-12
DR-1882,Disaster,2010-03-03,2010.0,3.0,1.0,3.0,Wednesday,DC,District of Columbia,South,District of Columbia County-equivalent,Snow,Severe Winter Storm and Snowstorm,,,
DR-1883,Disaster,2010-03-05,2010.0,3.0,1.0,5.0,Friday,OK,Oklahoma,South,Alfalfa County,Ice,Severe Winter Storm,,,
DR-1884,Disaster,2010-03-08,2010.0,3.0,1.0,8.0,Monday,CA,California,West,Calaveras County,Storm,"Severe Winter Storms, Flooding, and Debris and Mud Flows",,2010-02-06,
DR-1886,Disaster,2010-03-09,2010.0,3.0,1.0,9.0,Tuesday,SD,South Dakota,Midwest,Oglala Sioux Tribe of the Pine Ridge Reservation,Storm,Severe Winter Storm and Snowstorm,,,
DR-1885,Disaster,2010-03-09,2010.0,3.0,1.0,9.0,Tuesday,KS,Kansas,Midwest,Allen County,Storm,Severe Winter Storms and Snowstorm,,2010-01-08,
DR-1887,Disaster,2010-03-10,2010.0,3.0,1.0,10.0,Wednesday,SD,South Dakota,Midwest,Cheyenne River Indian Reservation,Storm,Severe Winter Storm,,,
DR-1897,Disaster,2010-04-02,2010.0,4.0,2.0,2.0,Friday,NJ,New Jersey,Northeast,Atlantic County,Storm,Severe Storms and Flooding,2010-03-12,,
DR-1908,Disaster,2010-05-03,2010.0,5.0,2.0,3.0,Monday,AL,Alabama,South,DeKalb County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
EM-3312,Emergency,2010-05-03,2010.0,5.0,2.0,3.0,Monday,MA,Massachusetts,Northeast,"Essex County(in PMSA 1120,4160,7090",Other,Water Main Break,2010-05-01,2010-05-05,2012-11-06
DR-1909,Disaster,2010-05-04,2010.0,5.0,2.0,4.0,Tuesday,TN,Tennessee,South,Benton County,Storm,"Severe Storms, Flooding, Straight-Line Winds, and Tornadoes ",,,
DR-1910,Disaster,2010-05-06,2010.0,5.0,2.0,6.0,Thursday,MD,Maryland,South,Baltimore,Snow,Severe Winter Storms and Snowstorms,2010-02-05,2010-02-11,
DR-1911,Disaster,2010-05-07,2010.0,5.0,2.0,7.0,Friday,CA,California,West,Imperial County,Earthquake,Earthquake,2010-04-04,2010-07-04,
DR-1912,Disaster,2010-05-11,2010.0,5.0,2.0,11.0,Tuesday,KY,Kentucky,South,Adair County,Storm,"Severe Storms, Flooding, Mudslides, and Tornadoes",2010-05-01,2010-06-01,
DR-1913,Disaster,2010-05-12,2010.0,5.0,2.0,12.0,Wednesday,NH,New Hampshire,Northeast,"Hillsborough County(in PMSA 4560,4760,5350",Storm,Severe Storms and Flooding,,,
FM-2843,Fire,2010-06-02,2010.0,6.0,2.0,2.0,Wednesday,NM,New Mexico,West,Sandoval County,Fire,Rio Fire,2010-06-01,,
FM-2844,Fire,2010-06-09,2010.0,6.0,2.0,9.0,Wednesday,HI,Hawaii,West,Maui County,Fire,Maalaea Fire,2010-06-08,,2013-01-08
FM-2847,Fire,2010-07-01,2010.0,7.0,3.0,1.0,Thursday,NV,Nevada,West,Clark County,Fire,Cathedral Fire,2010-07-01,2010-07-06,2011-05-03
DR-1920,Disaster,2010-07-01,2010.0,7.0,3.0,1.0,Thursday,ME,Maine,Northeast,Hancock County,Storm,Severe Storms and Flooding,2010-03-12,2010-04-01,2016-03-02
DR-1921,Disaster,2010-07-02,2010.0,7.0,3.0,2.0,Friday,MN,Minnesota,Midwest,Blue Earth County,Tornado,"Severe Storms, Tornadoes, and Flooding",,,
DR-1922,Disaster,2010-07-10,2010.0,7.0,3.0,10.0,Saturday,MT,Montana,West,Rocky Boy's Indian Reservation,Storm,Severe Storms and Flooding,,,2017-02-08
DR-1931,Disaster,2010-08-03,2010.0,8.0,3.0,3.0,Tuesday,TX,Texas,South,Calhoun County,Hurricane,Hurricane Alex,,,
DR-1932,Disaster,2010-08-10,2010.0,8.0,3.0,10.0,Tuesday,KS,Kansas,Midwest,Atchison County,Storm,"Severe Storms, Flooding, and Tornadoes",2010-06-07,,
DR-1933,Disaster,2010-08-11,2010.0,8.0,3.0,11.0,Wednesday,WI,Wisconsin,Midwest,Calumet County,Storm,"Severe Storms, Tornadoes, and Flooding",,,
EM-3314,Emergency,2010-09-01,2010.0,9.0,3.0,1.0,Wednesday,NC,North Carolina,South,Beaufort County,Hurricane,Hurricane Earl,2010-09-01,2010-09-04,
EM-3315,Emergency,2010-09-02,2010.0,9.0,3.0,2.0,Thursday,MA,Massachusetts,Northeast,Barnstable County,Hurricane,Hurricane Earl,2010-09-01,2010-09-04,
FM-2855,Fire,2010-09-06,2010.0,9.0,3.0,6.0,Monday,CO,Colorado,West,Boulder County,Fire,Four Mile Canyon Fire,2010-09-06,,2012-08-07
FM-2856,Fire,2010-09-10,2010.0,9.0,3.0,10.0,Friday,CA,California,West,San Mateo County,Fire,Glenview Fire,2010-09-09,2010-09-11,
FM-2857,Fire,2010-09-12,2010.0,9.0,3.0,12.0,Sunday,CO,Colorado,West,Larimer County,Fire,Reservoir Road Fire,2010-09-12,,
DR-1940,Disaster,2010-10-04,2010.0,10.0,4.0,4.0,Monday,AZ,Arizona,West,Hopi Indian Reservation,Storm,Severe Storms and Flooding,,2010-08-07,
DR-1947,Disaster,2010-11-02,2010.0,11.0,4.0,2.0,Tuesday,SD,South Dakota,Midwest,Flandreau Indian Reservation,Storm,Severe Storms and Flooding,,,
DR-1948,Disaster,2010-11-05,2010.0,11.0,4.0,5.0,Friday,VI,Virgin Islands,Territory,St. Croix Island County-equivalent,Storm,"Severe Storms, Flooding, Mudslides, and Landslides",2010-10-01,2010-10-08,
DR-1953,Disaster,2011-02-01,2011.0,2.0,1.0,1.0,Tuesday,ME,Maine,Northeast,Aroostook County,Storm,Severe Storms and Flooding,2010-12-12,,2016-11-03
EM-3316,Emergency,2011-02-02,2011.0,2.0,1.0,2.0,Wednesday,OK,Oklahoma,South,Adair County,Storm,Severe Winter Storm,,2011-02-05,
EM-3317,Emergency,2011-02-03,2011.0,2.0,1.0,3.0,Thursday,MO,Missouri,Midwest,St. Louis,Storm,Severe Winter Storm,,2011-02-05,2012-01-06
DR-1954,Disaster,2011-02-04,2011.0,2.0,1.0,4.0,Friday,NJ,New Jersey,Northeast,Atlantic County,Snow,Severe Winter Storm and Snowstorm,,,
DR-1955,Disaster,2011-02-11,2011.0,2.0,1.0,11.0,Friday,UT,Utah,West,Garfield County,Flood,Severe Winter Storm and Flooding,,,
DR-1958,Disaster,2011-03-03,2011.0,3.0,1.0,3.0,Thursday,CT,Connecticut,Northeast,Mashantucket Pequot Indian Reservation,Snow,Snowstorm,2011-01-11,2011-01-12,
DR-1959,Disaster,2011-03-07,2011.0,3.0,1.0,7.0,Monday,MA,Massachusetts,Northeast,Berkshire County,Snow,Severe Winter Storm and Snowstorm,2011-01-11,2011-01-12,
FM-2866,Fire,2011-03-08,2011.0,3.0,1.0,8.0,Tuesday,NM,New Mexico,West,Grant County,Fire,Quail Ridge Fire,2011-03-07,2011-03-11,
FM-2869,Fire,2011-03-11,2011.0,3.0,1.0,11.0,Friday,OK,Oklahoma,South,Oklahoma County,Fire,Midwest City Fire Complex,2011-03-11,,
FM-2868,Fire,2011-03-11,2011.0,3.0,1.0,11.0,Friday,OK,Oklahoma,South,Oklahoma County,Fire,Harrah Fire,2011-03-11,,
FM-2867,Fire,2011-03-11,2011.0,3.0,1.0,11.0,Friday,TX,Texas,South,Jack County,Fire,Enmin Fire,2011-03-11,,2015-04-06
FM-2872,Fire,2011-03-12,2011.0,3.0,1.0,12.0,Saturday,OK,Oklahoma,South,Pottawatomie County,Fire,Shawnee Fire,2011-03-12,,
FM-2871,Fire,2011-03-12,2011.0,3.0,1.0,12.0,Saturday,OK,Oklahoma,South,McClain County,Fire,Goldsby Fire,2011-03-12,,
FM-2870,Fire,2011-03-12,2011.0,3.0,1.0,12.0,Saturday,TX,Texas,South,Bosque County,Fire,Big Trickle Ranch Fire,2011-03-11,,
FM-2881,Fire,2011-04-03,2011.0,4.0,2.0,3.0,Sunday,TX,Texas,South,Ector County,Fire,Bates Field Fire,2011-04-03,2011-04-06,
FM-2880,Fire,2011-04-03,2011.0,4.0,2.0,3.0,Sunday,NM,New Mexico,West,Bernalillo County,Fire,White Fire ,2011-04-03,,2013-07-08
FM-2879,Fire,2011-04-03,2011.0,4.0,2.0,3.0,Sunday,OK,Oklahoma,South,Texas County,Fire,Guymon Fire ,2011-04-03,2011-04-05,
FM-2878,Fire,2011-04-03,2011.0,4.0,2.0,3.0,Sunday,KS,Kansas,Midwest,Haskell County,Fire,Haskell County Fire,2011-04-03,2011-04-04,
FM-2877,Fire,2011-04-03,2011.0,4.0,2.0,3.0,Sunday,CO,Colorado,West,Larimer County,Fire,Crystal Fire,2011-04-03,2011-04-11,2014-11-07
DR-1966,Disaster,2011-04-05,2011.0,4.0,2.0,5.0,Tuesday,WI,Wisconsin,Midwest,Dane County,Snow,Severe Winter Storm and Snowstorm,,2011-02-03,
FM-2882,Fire,2011-04-05,2011.0,4.0,2.0,5.0,Tuesday,TX,Texas,South,Webb County,Fire,El Cenizo Fire,2011-04-04,2011-04-08,
FM-2883,Fire,2011-04-06,2011.0,4.0,2.0,6.0,Wednesday,OK,Oklahoma,South,Oklahoma County,Fire,Jones Spencer Fire ,2011-04-06,2011-04-09,
EM-3318,Emergency,2011-04-07,2011.0,4.0,2.0,7.0,Thursday,ND,North Dakota,Midwest,Standing Rock Sioux Tribe of North & South Dakota,Flood,Flooding,2011-04-05,2011-07-01,2013-08-02
DR-1967,Disaster,2011-04-08,2011.0,4.0,2.0,8.0,Friday,HI,Hawaii,West,Hawaii County,Tsunami,Tsunami Waves,2011-03-11,2011-03-11,
FM-2886,Fire,2011-04-09,2011.0,4.0,2.0,9.0,Saturday,TX,Texas,South,Midland County,Fire,Hickman Fire ,2011-04-09,,
FM-2885,Fire,2011-04-09,2011.0,4.0,2.0,9.0,Saturday,TX,Texas,South,Jeff Davis County,Fire,Rockhouse Fire ,2011-04-09,,
FM-2884,Fire,2011-04-09,2011.0,4.0,2.0,9.0,Saturday,TX,Texas,South,King County,Fire,Swenson Fire,2011-04-06,,
FM-2887,Fire,2011-04-10,2011.0,4.0,2.0,10.0,Sunday,OK,Oklahoma,South,Pawnee County,Fire,Cleveland Fire ,2011-04-09,2011-04-12,
DR-1974,Disaster,2011-05-01,2011.0,5.0,2.0,1.0,Sunday,TN,Tennessee,South,Benton County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",,,
DR-1975,Disaster,2011-05-02,2011.0,5.0,2.0,2.0,Monday,AR,Arkansas,South,Arkansas County,Storm,"Severe Storms, Tornadoes, and Associated Flooding",,2011-06-03,
EM-3320,Emergency,2011-05-04,2011.0,5.0,2.0,4.0,Wednesday,MS,Mississippi,South,Adams County,Flood,Flooding,,,
DR-1976,Disaster,2011-05-04,2011.0,5.0,2.0,4.0,Wednesday,KY,Kentucky,South,Anderson County,Storm,"Severe Storms, Tornadoes, and Flooding",2011-04-12,,
EM-3321,Emergency,2011-05-04,2011.0,5.0,2.0,4.0,Wednesday,TN,Tennessee,South,Dyer County,Flood,Flooding,,2011-06-07,
DR-1977,Disaster,2011-05-05,2011.0,5.0,2.0,5.0,Thursday,IA,Iowa,Midwest,Buena Vista County,Storm,"Severe Storms, Tornadoes, and Straight-Line Winds",2011-04-09,2011-04-10,
EM-3322,Emergency,2011-05-06,2011.0,5.0,2.0,6.0,Friday,LA,Louisiana,South,Ascension Parish,Flood,Flooding,,2011-07-07,
FM-2906,Fire,2011-05-08,2011.0,5.0,2.0,8.0,Sunday,TX,Texas,South,Brewster County,Fire,Gage Holland Fire,2011-05-08,,
DR-1979,Disaster,2011-05-09,2011.0,5.0,2.0,9.0,Monday,TN,Tennessee,South,Benton County,Storm,"Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",,2011-06-07,
DR-1980,Disaster,2011-05-09,2011.0,5.0,2.0,9.0,Monday,MO,Missouri,Midwest,Barry County,Storm,"Severe Storms, Tornadoes, and Flooding",,2011-06-06,
FM-2908,Fire,2011-05-09,2011.0,5.0,2.0,9.0,Monday,TX,Texas,South,Howard County,Fire,Matt Loop Fire,2011-05-09,,
DR-1978,Disaster,2011-05-09,2011.0,5.0,2.0,9.0,Monday,TN,Tennessee,South,Chester County,Storm,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",2011-04-04,2011-04-04,
FM-2907,Fire,2011-05-09,2011.0,5.0,2.0,9.0,Monday,AZ,Arizona,West,Cochise County,Fire,Horseshoe Two Fire,2011-05-08,,2012-06-06
DR-1982,Disaster,2011-05-10,2011.0,5.0,2.0,10.0,Tuesday,MN,Minnesota,Midwest,Red Lake Indian Reservation,Flood,Severe Storms and Flooding,,,
DR-1981,Disaster,2011-05-10,2011.0,5.0,2.0,10.0,Tuesday,ND,North Dakota,Midwest,Fort Berthold Indian Reservation,Flood,Flooding,,,
DR-1983,Disaster,2011-05-11,2011.0,5.0,2.0,11.0,Wednesday,MS,Mississippi,South,Adams County,Flood,Flooding,2011-05-03,,
FM-2915,Fire,2011-06-02,2011.0,6.0,2.0,2.0,Thursday,AZ,Arizona,West,Apache County,Fire,Wallow Fire,2011-06-01,,2014-06-03
FM-2914,Fire,2011-06-02,2011.0,6.0,2.0,2.0,Thursday,TX,Texas,South,Jeff Davis County,Fire,Tejano Canyon Fire ,2011-06-02,2011-06-12,2015-01-08
FM-2916,Fire,2011-06-03,2011.0,6.0,2.0,3.0,Friday,TX,Texas,South,Shackelford County,Fire,Snyder Fire ,2011-06-03,2011-06-11,
DR-1989,Disaster,2011-06-06,2011.0,6.0,2.0,6.0,Monday,OK,Oklahoma,South,Blaine County,Storm,"Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",,,
DR-1990,Disaster,2011-06-07,2011.0,6.0,2.0,7.0,Tuesday,MN,Minnesota,Midwest,Anoka County,Storm,Severe Storms and Tornadoes,,,
DR-1991,Disaster,2011-06-07,2011.0,6.0,2.0,7.0,Tuesday,IL,Illinois,Midwest,Alexander County,Storm,Severe Storms and Flooding,,,
DR-1993,Disaster,2011-06-10,2011.0,6.0,2.0,10.0,Friday,NY,New York,Northeast,Allegany County,Flood,"Severe Storms, Flooding, Tornadoes, and Straight-Line Winds",,2011-05-08,
DR-1992,Disaster,2011-06-10,2011.0,6.0,2.0,10.0,Friday,AK,Alaska,West,Crooked Creek ANV/ANVSA,Flood,Ice Jam and Flooding,2011-05-08,,
FM-2917,Fire,2011-06-10,2011.0,6.0,2.0,10.0,Friday,NM,New Mexico,West,Catron County,Fire,Wallow Fire,2011-06-10,2011-07-12,2015-09-01
FM-2919,Fire,2011-06-12,2011.0,6.0,2.0,12.0,Sunday,AZ,Arizona,West,Cochise County,Fire,Monument Fire,2011-06-12,,2014-06-03
FM-2918,Fire,2011-06-12,2011.0,6.0,2.0,12.0,Sunday,NM,New Mexico,West,Colfax County,Fire,Track Fire ,2011-06-12,,2016-07-06
DR-1999,Disaster,2011-07-01,2011.0,7.0,3.0,1.0,Friday,TX,Texas,South,Anderson County,Fire,Wildfires,2011-04-06,,
FM-2936,Fire,2011-07-04,2011.0,7.0,3.0,4.0,Monday,NC,North Carolina,South,Bladen County,Fire,Simmons Road Fire,2011-07-04,,
DR-4001,Disaster,2011-07-08,2011.0,7.0,3.0,8.0,Friday,VT,Vermont,Northeast,Caledonia County,Storm,Severe Storms and Flooding,,,
DR-4000,Disaster,2011-07-08,2011.0,7.0,3.0,8.0,Friday,AR,Arkansas,South,Crawford County,Storm,"Severe Storms, Tornadoes, and Flooding",,,
FM-2937,Fire,2011-07-11,2011.0,7.0,3.0,11.0,Monday,TX,Texas,South,Nolan County,Fire,Nolan County Fire Complex,2011-07-11,,2015-01-08
FM-2941,Fire,2011-08-01,2011.0,8.0,3.0,1.0,Monday,OK,Oklahoma,South,Canadian County,Fire,Mustang Road Fire,2011-08-01,2011-08-03,
FM-2944,Fire,2011-08-02,2011.0,8.0,3.0,2.0,Tuesday,OK,Oklahoma,South,Tulsa County,Fire,Turley Fire ,2011-08-02,2011-08-08,
FM-2942,Fire,2011-08-02,2011.0,8.0,3.0,2.0,Tuesday,OK,Oklahoma,South,Cleveland County,Fire,anderson Road Fire ,2011-08-02,2011-08-08,
FM-2943,Fire,2011-08-02,2011.0,8.0,3.0,2.0,Tuesday,OK,Oklahoma,South,Creek County,Fire,Regency Fire,2011-08-02,2011-08-08,
FM-2945,Fire,2011-08-04,2011.0,8.0,3.0,4.0,Thursday,OK,Oklahoma,South,Oklahoma County,Fire,Coffee Creek Fire ,2011-08-04,2011-08-10,
FM-2946,Fire,2011-08-05,2011.0,8.0,3.0,5.0,Friday,OK,Oklahoma,South,Tulsa County,Fire,265Th West Fire ,2011-08-05,2011-08-10,
FM-2947,Fire,2011-08-07,2011.0,8.0,3.0,7.0,Sunday,OK,Oklahoma,South,Creek County,Fire,Cleveland-Mannford Fire Complex,2011-08-07,,
